architecture,query,kind,retrieval_k,context_k,n_relevant,top1_id,top_score,context_recall,context_primary_hit,recall@1,precision@1,ndcg@1,hit@1,primary_hit@1,recall@3,precision@3,ndcg@3,hit@3,primary_hit@3,recall@5,precision@5,ndcg@5,hit@5,primary_hit@5,recall@10,precision@10,ndcg@10,hit@10,primary_hit@10,mrr@10
A. Lexical retrieval (BM25 only),How is stroke risk reduced after someone has already had one?,multi_doc,20,5,4,KD06,6.946334362030029,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.12103812696590094,1.0,0.0,0.25,0.2,0.10961051126301759,1.0,0.0,0.75,0.3,0.36887430452818915,1.0,1.0,0.3333333333333333
A. Lexical retrieval (BM25 only),What monitoring is needed after starting an ACE inhibitor?,multi_doc,20,5,3,KD06,14.234583854675293,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8472668887613066,1.0,1.0,0.6666666666666666,0.4,0.8472668887613066,1.0,1.0,0.6666666666666666,0.2,0.8472668887613066,1.0,1.0,1.0
A. Lexical retrieval (BM25 only),How is asthma control assessed and tracked over time?,multi_doc,20,5,3,AS01,15.985311508178711,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5562983930884396,1.0,1.0,0.3333333333333333,0.2,0.5562983930884396,1.0,1.0,0.3333333333333333,0.1,0.5562983930884396,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is type 2 diabetes diagnosed?,direct,20,5,2,DM01,0.6649336218833923,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.9058464496821221,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is the first-line medication for type 2 diabetes?,direct,20,5,2,DM05,0.6669242978096008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6590018048024133,1.0,1.0,1.0,0.4,0.6590018048024133,1.0,1.0,1.0,0.2,0.6590018048024133,1.0,1.0,0.5
B. Dense retrieval (no reranker),How often should an adult with diabetes have a retinal exam?,direct,20,5,1,DM11,0.8169918060302734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What blood pressure range counts as stage 1 hypertension?,direct,20,5,2,HT02,0.7339199781417847,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.7967075809905066,1.0,1.0,1.0,0.4,0.7967075809905066,1.0,1.0,1.0,0.2,0.7967075809905066,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which drug classes are used first-line for high blood pressure?,direct,20,5,5,CV11,0.5388437509536743,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04792722246291237,1.0,0.0,0.8,0.4,0.4050045123602815,1.0,1.0,0.2
B. Dense retrieval (no reranker),What is the preferred long-term controller medication for persistent asthma?,direct,20,5,2,AS02,0.7221660017967224,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),How does an asthma action plan work?,direct,20,5,2,AS07,0.7184069156646729,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),Should antibiotics be prescribed for an upper respiratory infection?,direct,20,5,1,ID01,0.8103859424591064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is uncomplicated cystitis treated in healthy women?,direct,20,5,1,ID05,0.6619020700454712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What are the signs of sepsis?,direct,20,5,2,ID09,0.6706233024597168,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What rectal temperature counts as a fever in an infant under three months?,direct,20,5,1,PF01,0.8905259966850281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which medicines are used to reduce fever in children?,direct,20,5,2,PF03,0.6547240018844604,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Who should receive an annual influenza vaccine?,direct,20,5,2,VX02,0.7180768251419067,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),What screening questionnaire is used for depression in primary care?,direct,20,5,2,MH01,0.6223489046096802,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which tool screens for generalized anxiety symptoms?,direct,20,5,1,MH03,0.5767203569412231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),How frequently are prenatal visits scheduled in a low-risk pregnancy?,direct,20,5,1,PG01,0.867767870426178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),When is screening for gestational diabetes performed?,direct,20,5,2,PG02,0.8467526435852051,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What does a lipid panel measure?,direct,20,5,1,CV01,0.5749596357345581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which drug class is first-line for lowering LDL cholesterol?,direct,20,5,2,CV02,0.6691350936889648,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
B. Dense retrieval (no reranker),How can the public recognize the symptoms of a stroke?,direct,20,5,1,ST01,0.6781691908836365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is chronic kidney disease staged?,direct,20,5,1,KD01,0.5775625705718994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which blood test screens for an underactive thyroid?,direct,20,5,2,TH01,0.545620322227478,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),How much aerobic physical activity is recommended for adults each week?,direct,20,5,2,LS02,0.7498726844787598,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Does counseling combined with medication improve smoking cessation rates?,direct,20,5,1,LS04,0.7007654905319214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is the recommended time window for intravenous thrombolysis in ischemic stroke?,direct,20,5,2,ST02,0.831933856010437,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is severe hypoglycemia with loss of consciousness treated?,direct,20,5,2,DM10,0.7637524604797363,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is resistant hypertension and how is it evaluated?,direct,20,5,1,HT13,0.7593449354171753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is a severe asthma exacerbation managed?,direct,20,5,1,AS10,0.6990519762039185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What are the four foundational drug classes for heart failure with reduced ejection fraction?,direct,20,5,2,CV11,0.8062171339988708,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),When should dialysis be started in chronic kidney disease?,direct,20,5,1,KD04,0.5846593976020813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),My sugar levels run high in the morning even before I eat anything. What test confirms it?,paraphrase,20,5,2,DM02,0.4668923020362854,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.6885288809404666,1.0,1.0,1.0,0.4,0.6885288809404666,1.0,1.0,1.0,0.2,0.6885288809404666,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is the rule for treating a low sugar episode with juice?,paraphrase,20,5,2,DM09,0.5192275643348694,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which water pill is used to bring blood pressure down?,paraphrase,20,5,1,HT06,0.6957456469535828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),My blood pressure tablet gives me a constant dry tickly cough. What can I switch to?,paraphrase,20,5,2,HT07,0.6221170425415039,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Why do my ankles swell up since starting the pill for my blood pressure?,paraphrase,20,5,1,HT06,0.4540722072124481,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714574,1.0,1.0,1.0,0.2,0.6309297535714574,1.0,1.0,1.0,0.1,0.6309297535714574,1.0,1.0,0.5
B. Dense retrieval (no reranker),Which puffer do I grab when I suddenly cannot catch my breath?,paraphrase,20,5,2,AS03,0.5064306855201721,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),Is there a plastic tube thing that helps the medicine get into the lungs properly?,paraphrase,20,5,1,AS08,0.4829111099243164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),I get wheezy whenever I go running. What do I take beforehand?,paraphrase,20,5,2,AS09,0.3371424376964569,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
B. Dense retrieval (no reranker),Should I keep taking the pills after the infection feels better?,paraphrase,20,5,2,ID11,0.4941193759441376,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
B. Dense retrieval (no reranker),I got terrible watery diarrhea a couple of weeks after taking antibiotics.,paraphrase,20,5,1,ID12,0.7311909794807434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Is the baby aspirin worth taking to prevent a first heart attack if I am healthy?,paraphrase,20,5,2,CV08,0.5500680208206177,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),I need a blood thinner because my heart beats irregularly. Which kind?,paraphrase,20,5,1,CV11,0.47182655334472656,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714574,1.0,1.0,1.0,0.2,0.6309297535714574,1.0,1.0,1.0,0.1,0.6309297535714574,1.0,1.0,0.5
B. Dense retrieval (no reranker),My legs ache since I started the cholesterol tablet. Do I have to stop it?,paraphrase,20,5,1,CV03,0.4216325581073761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),"I am always cold, tired, and constipated and my skin is dry. What should be checked?",paraphrase,20,5,1,PF07,0.3719862103462219,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714574,1.0,1.0,1.0,0.2,0.6309297535714574,1.0,1.0,1.0,0.1,0.6309297535714574,1.0,1.0,0.5
B. Dense retrieval (no reranker),How long after changing my thyroid tablet dose should the blood test be repeated?,paraphrase,20,5,1,TH02,0.5643569827079773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Weakness on one side of the face and slurred words came on suddenly. What do I do?,paraphrase,20,5,2,PG04,0.24423518776893616,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.52129602861432,1.0,1.0,0.5,0.2,0.52129602861432,1.0,1.0,0.5,0.1,0.52129602861432,1.0,1.0,0.5
B. Dense retrieval (no reranker),"The symptoms went away completely after half an hour, so is it still worth being seen?",paraphrase,20,5,1,PF08,0.3891574740409851,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714574,1.0,1.0,1.0,0.2,0.6309297535714574,1.0,1.0,1.0,0.1,0.6309297535714574,1.0,1.0,0.5
B. Dense retrieval (no reranker),How much salt is too much if my pressure is up?,paraphrase,20,5,2,LS06,0.6638073921203613,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6131471927654584,1.0,1.0,0.5,0.2,0.6131471927654584,1.0,1.0,0.5,0.1,0.6131471927654584,1.0,1.0,1.0
B. Dense retrieval (no reranker),Do I need to lose all the extra weight to get any benefit?,paraphrase,20,5,1,LS07,0.44125476479530334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),My toddler is burning up but is playing happily. How worried should I be?,paraphrase,20,5,2,PF06,0.4312562644481659,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.7967075809905066,1.0,1.0,1.0,0.4,0.7967075809905066,1.0,1.0,1.0,0.2,0.7967075809905066,1.0,1.0,1.0
B. Dense retrieval (no reranker),The baby got a temperature the day after her shots. Is that expected?,paraphrase,20,5,2,PF01,0.552008867263794,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.23719771276929622,1.0,1.0,1.0,0.2,0.4556051495874604,1.0,1.0,0.2
B. Dense retrieval (no reranker),My child missed several vaccine doses. Do we have to start the whole series again?,paraphrase,20,5,1,VX03,0.6376619935035706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What vitamin should I take before trying to conceive to protect the baby's spine?,paraphrase,20,5,1,PG03,0.5254852771759033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),I am short of breath lying flat and my ankles are swollen in the evening.,paraphrase,20,5,2,CV10,0.46196144819259644,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),Are painkillers like ibuprofen safe if my kidney function is reduced?,paraphrase,20,5,1,KD03,0.5905236005783081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is first-line treatment for type 1 diabetes?,distractor,20,5,2,DM05,0.8259064555168152,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),What should be added when metformin alone is not enough?,distractor,20,5,2,DM08,0.6343322396278381,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6590018048024133,1.0,1.0,1.0,0.4,0.6590018048024133,1.0,1.0,1.0,0.2,0.6590018048024133,1.0,1.0,0.5
B. Dense retrieval (no reranker),Which glucose-lowering drug is preferred during pregnancy?,distractor,20,5,2,DM07,0.704652726650238,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which blood pressure medications must be stopped in pregnancy?,distractor,20,5,1,PG07,0.7490249276161194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Is a reading over 180/120 with chest pain an emergency or an urgency?,distractor,20,5,2,HT03,0.5564088821411133,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),Can a long-acting beta agonist be used on its own for asthma?,distractor,20,5,2,AS04,0.8004270792007446,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
B. Dense retrieval (no reranker),How do I tell whether persistent breathlessness is COPD rather than asthma?,distractor,20,5,2,AS11,0.6227012872695923,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Should bacteria found in the urine of a patient with no symptoms be treated?,distractor,20,5,2,ID07,0.707801342010498,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.9180385079206221,1.0,1.0,1.0
B. Dense retrieval (no reranker),How does kidney infection with flank pain and fever differ from a simple bladder infection?,distractor,20,5,2,ID06,0.689339280128479,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
B. Dense retrieval (no reranker),Does a sore throat need a swab before antibiotics are given?,distractor,20,5,2,ID01,0.4437612295150757,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.52129602861432,1.0,1.0,1.0,0.4,0.6278397607958708,1.0,1.0,1.0,0.2,0.6278397607958708,1.0,1.0,0.5
B. Dense retrieval (no reranker),Why is aspirin avoided for fever in children?,distractor,20,5,2,PF04,0.8172447681427002,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which vaccines cannot be given to someone who is immunocompromised?,distractor,20,5,2,VX05,0.5777488946914673,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What comes after a positive two-question depression pre-screen?,distractor,20,5,2,MH02,0.6042546033859253,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What must be ruled out before starting an antidepressant?,distractor,20,5,2,MH05,0.6249763369560242,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.7967075809905066,1.0,1.0,1.0,0.4,0.7967075809905066,1.0,1.0,1.0,0.2,0.7967075809905066,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which depression screening tool is designed for use around childbirth?,distractor,20,5,2,MH09,0.5751456022262573,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
B. Dense retrieval (no reranker),Is exertional chest discomfort relieved by rest an acute coronary syndrome?,distractor,20,5,2,CV07,0.7121061086654663,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is added when a maximum-dose statin still leaves LDL too high?,distractor,20,5,2,CV02,0.6640018224716187,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.6666666666666666,0.7967075809905066,1.0,1.0,1.0,0.4,0.7967075809905066,1.0,1.0,1.0,0.2,0.7967075809905066,1.0,1.0,1.0
B. Dense retrieval (no reranker),Is a rise in creatinine after starting an ACE inhibitor a reason to stop it?,distractor,20,5,2,KD02,0.7184393405914307,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),When is treatment indicated for a raised TSH with a normal free T4?,distractor,20,5,2,TH05,0.7528125047683716,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),Which beta blocker situations still justify their use in hypertension?,distractor,20,5,1,HT10,0.8193198442459106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
B. Dense retrieval (no reranker),What lifestyle changes lower blood pressure?,multi_doc,20,5,7,HT04,0.49994224309921265,0.2857142857142857,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.4692787260227565,1.0,1.0,0.2857142857142857,0.4,0.47580096470244104,1.0,1.0,0.2857142857142857,0.2,0.4342705983066952,1.0,1.0,1.0
B. Dense retrieval (no reranker),Why does uncontrolled high blood pressure matter if I feel fine?,multi_doc,20,5,4,HT14,0.6733822822570801,0.25,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.7262287617954056,1.0,1.0,0.25,0.2,0.6576630675781056,1.0,1.0,0.25,0.1,0.6576630675781056,1.0,1.0,1.0
B. Dense retrieval (no reranker),What is the full set of routine annual screenings for a patient with diabetes?,multi_doc,20,5,4,PG02,0.5463731288909912,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5307212739772436,1.0,1.0,0.75,0.6,0.6865746908316516,1.0,1.0,0.75,0.3,0.6865746908316516,1.0,1.0,0.5
B. Dense retrieval (no reranker),How should a patient who screens positive for suicidal thoughts be handled?,multi_doc,20,5,2,MH04,0.514021098613739,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.9180385079206221,1.0,1.0,1.0
B. Dense retrieval (no reranker),What should be done in the first hour for a patient with suspected sepsis?,multi_doc,20,5,2,ID10,0.6007555723190308,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
